T PL,H PL,verb,verb - main semantic class,verb - tense,verb - factive/nonfactive,complement - tense,T - negation,T - type of sentence,"GOLD <T,H>"
"Nie trzeba nikogo przekonywać, że jest to ogromne obciążenie zarówno dla urzędów gminnych, jak i powiatowych.","jest to ogromne obciążenie zarówno dla urzędów gminnych, jak i powiatowych.","przekonywać [kogoś], że_",mówienia,present,NF,present,True,indywidualne,N
"Po wepchnięciu paktu do zamrażarki trudniej będzie wymagać od pozostałych krajów utrzymywania dyscypliny budżetowej, ale także przekonać społeczeństwa w dziesięciu nowych krajach członkowskich, że spełnienie wszystkich kryteriów z Maastricht jest konieczne i warte zachodu. ",spełnienie wszystkich kryteriów z Maastricht jest konieczne i warte zachodu. ,"przekonać [kogoś], że_",epistemiczny,future,NF,present,False,indywidualne,N
ja muszę powiedzieć że jak yy obejrzałam sama kiedyś program yyy taki wywiad z osobą która prowadzi rodzinny dom dziecka i to mnie w zasadzie też taką poddało myśl inspirację,jak yy obejrzałam sama kiedyś program yyy taki wywiad z osobą która prowadzi rodzinny dom dziecka i to mnie w zasadzie też taką poddało myśl inspirację,"powiedzieć, że_",mówienia,present,NF,past,False,indywidualne,N
"Jestem eksperymentatorem, który zapłacił wielką cenę, aby się dowiedzieć, że człowieczeństwo to pusty frazes, retoryczny zwrot, jałowe zaklęcie powtarzane z pokolenia na pokolenie. ","człowieczeństwo to pusty frazes, retoryczny zwrot, jałowe zaklęcie powtarzane z pokolenia na pokolenie. ","dowiedzieć się, że_",epistemiczny,past,F,inne,False,indywidualne,E
"Podczas wczorajszej konferencji prasowej zapowiedziano, że od 1 stycznia 2000 roku trójmiejska SKM zostanie wyłączona ze struktury PKP.",od 1 stycznia 2000 roku trójmiejska SKM zostanie wyłączona ze struktury PKP.,"zapowiedzieć, że_",mówienia,,NF,future,False,indywidualne,N
"Widać, że zastanawia się, co robić dalej."," zastanawia się,","[e] widać, że_",epistemiczny,,F,present,False,indywidualne,E
"Upewnić się, że badany nie ma żadnych pytań i wątpliwości.",badany nie ma żadnych pytań i wątpliwości.,"upewnić się, że_",epistemiczny,,NF,present,False,indywidualne,N
"Żewłakow przyznał, że sytuacja, w której Polska musi wygrać z Chorwacją, a Austria z Niemcami, jest trudna.","sytuacja, w której Polska musi wygrać z Chorwacją, a Austria z Niemcami, jest trudna.","przyznać, że_",mówienia,past,F,present,False,indywidualne,E
"Śmiejcie się, do woli, wiem, że to brzmi głupio, ale udowodnię wam, że to jest możliwe.",to brzmi głupio,"wiedzieć, że_",epistemiczny,present,F,present,False,indywidualne,E
"No, ale myślę, że pan minister to uzupełni.",pan minister to uzupełni.,"myśleć, że_",epistemiczny,present,NF,future,False,indywidualne,N
"Kochanie, próbuję tylko uświadomić naszemu synowi, że jest idiotą.",jest idiotą.,"uświadomić komuś, że_",mówienia,present,F,present,False,indywidualne,E
"Rozumiem, że możesz się niekoniecznie doskonale z tym czuć... ",możesz się niekoniecznie doskonale z tym czuć... ,"rozumieć, że_",epistemiczny,present,F,present,False,indywidualne,E
"Na to wystarczy mi chyba odpowiedzieć, że następnym razem taki sam kapelusz kupiłem sobie latem 1944 roku.",następnym razem taki sam kapelusz kupiłem sobie latem 1944 roku.,"odpowiedzieć, że_",mówienia,present,NF,past,False,indywidualne,N
"Sądzę, że zyski skarbu państwa i PZU z tej transakcji mogą sięgać około miliarda złotych.", zyski skarbu państwa i PZU z tej transakcji mogą sięgać około miliarda złotych.,"sądzić, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Z tego jasno wynika, że czakram działa jak afrodyzjak",czakram działa jak afrodyzjak,"wynikać, że_",epistemiczny,present,NF,present,False,indywidualne,N
Dziś wierzę... ... że będzie lepiej.,będzie lepiej.,"wierzyć, że_",epistemiczny,present,NF,future,False,indywidualne,N
"Większość uważa, że jeśli zęby są wyleczone, to już jest dobrze. ","jeśli zęby są wyleczone, to już jest dobrze. ","uważać, że_",epistemiczny,present,NF,inne,False,indywidualne,N
"W końcu maja irlandzki Ryanair dorzucił wprawdzie kolejną pulę biletów po 19 zł do Londynu (lotnisko Stansted) na loty od 9 czerwca do 25 października, ale zastrzegł, że promocja nie obejmie podróżujących w dniach od 14 lipca do 31 sierpnia br.",promocja nie obejmie podróżujących w dniach od 14 lipca do 31 sierpnia br.,"zastrzec, że_",mówienia,past,NF,future,False,indywidualne,N
"Nie wszystkie państwa Unii muszą od razu uznać Kosowo, wystarczy, jeśli zaakceptuje je pierwsza liga i USA, a wszystko wskazuje, że tak będzie.",tak będzie.,"wskazywać, że_",epistemiczny,present,NF,future,False,indywidualne,N
"Zofia wiedziała, że cudzoziemiec, który odwiedził je tak niespodzianie któregoś lata, był w jakiś sposób związany z Ignacym.", cudzoziemiec był w jakiś sposób związany z Ignacym.,"wiedzieć, że_",epistemiczny,past,F,past,False,indywidualne,E
"Jak to możliwe, że człowiek oświadczający publicznie, że brzydzi się polityką, walczy o fotel prezydenta?", brzydzi się polityką,"oświadczać, że_",mówienia,present,NF,present,False,pytajne,N
"W przedmeczowych wypowiedziach trener Mirosław Orczyk nie ukrywał, że jego podopieczne czeka niezwykle zacięta rywalizacja. ", jego podopieczne czeka niezwykle zacięta rywalizacja. ,"nie ukrywać, że_",inne,past,NF,future,False,indywidualne,E
 ja mówię że z Osjakowa nazywam się tak i tak ,z Osjakowa nazywam się tak i tak ,"mówić, że_",mówienia,present,NF,present,False,indywidualne,N
"Chorzy zapewniają, że nie są aż tak chorzy, aby sprzeciwiać się podwyżkom dla personelu szpitalnego, ale twierdzą, że pacjenci również chcą mieć coś ze swoich chorób.",pacjenci również chcą mieć coś ze swoich chorób.,"twierdzić, że_",mówienia,present,NF,present,False,indywidualne,N
"Myślę, że sytuacja wygląda lepiej. ",sytuacja wygląda lepiej,"myśleć, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Myślę, że nauczyciele podważają opinie o dysleksji dzieci, bo z nimi pracują","nauczyciele podważają opinie o dysleksji dzieci, bo z nimi pracują","myśleć, że_",epistemiczny,present,NF,present,False,indywidualne,N
widzisz że taka jest też w sumie nie powinna być atrakcyjna dla przeciętnego faceta bo jeszcze jest dzieckiem. ,taka jest ,"[e] widzieć, że_",epistemiczny,present,F,present,False,indywidualne,E
"Zdecydowano wówczas, że wezmą w nim udział dzieci z krajów, w których często wybuchają konflikty zbrojne.","wezmą w nim udział dzieci z krajów, w których często wybuchają konflikty zbrojne.","zdecydować, że_",inne,,NF,future,False,indywidualne,N
"One nie są aż tak pijane, że leżą i nic nie robią, wydaje mi się nawet, że one po prostu udają potem, że nic nie pamiętają, a tak naprawdę wszystko dobrze wiedzą. ","one po prostu udają potem, że nic nie pamiętają","wydaje się komuś, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Kto zaprzyjaźnia się z Bogiem, ten staje się przyjacielem ludzi i odkrywa, że drugi człowiek nie jest konkurentem ani przeszkodą w drodze do szczęścia.",drugi człowiek nie jest konkurentem ani przeszkodą w drodze do szczęścia.,"odkrywać, że_",inne,present,NF,present,False,indywidualne,E
"Jeżeli sprzedawca zobowiąże się, że w ciągu 14 dni usunie wadę musimy zgodzić się na taką formę załatwienia sprawy",w ciągu 14 dni usunie wadę,"zobowiązać się, że_",mówienia,future,NF,future,False,reguła,N
"Adam jej później powiedział, że był po prostu na sto procent przekonany, iż ktoś ją pobił i zgwałcił.","był po prostu na sto procent przekonany, iż ktoś ją pobił i zgwałcił.","powiedzieć, że_",mówienia,past,NF,past,False,indywidualne,N
" I dlatego nie starałem się przypomnieć, myślałem, że nikt tu o mnie nie pamięta",nikt tu o mnie nie pamięta,"myśleć, że_",epistemiczny,past,NF,present,False,indywidualne,C
"Tak, słyszałem nieoficjalne, że jest dzisiaj rada nadzorcza PZU SA. ",jest dzisiaj rada nadzorcza PZU SA. ,"słyszeć, że_[mowa]",mówienia,past,NF,present,False,indywidualne,N
"Tu refleksja: mówimy często, że wielu Polaków zginęło ratując Żydów i że ginęli - co jest prawdą - razem z ratowanymi, ale pomijamy ważny szczegół, że w ogromnej większości przypadków ginęli po denuncjacjach innych Polaków.",wielu Polaków zginęło ratując Żydów ,"mówić, że_",mówienia,present,NF,past,False,indywidualne,E
"W czwartek, gdy doszło do interwencji policjanci poinformowali, że syn składa wyjaśnienia w charakterze świadka.", syn składa wyjaśnienia w charakterze świadka.,"poinformować, że_",mówienia,past,NF,present,False,indywidualne,N
"Mamione solidaryzmem społecznym i programem socjalnym społeczeństwo uwierzyło, że IV RP przekreśli wypaczenia III RP.",IV RP przekreśli wypaczenia III RP.,"uwierzyć, że_",epistemiczny,past,NF,future,False,indywidualne,N
"Jestem pewien, że w podręcznikach zarządzania zbiorowym oburzeniem - gdyby takie istniały - o reductio ad Hitlerum byłby cały rozdział.",w podręcznikach zarządzania zbiorowym oburzeniem o reductio ad Hitlerum byłby cały rozdział.,"być pewnym, że_",epistemiczny,present,NF,inne,False,indywidualne,N
"Jihad i Rasan, bo tak nazywają się narzeczeni, nikogo nie powiadomili o swoich zaręczynach, obawiając się, że wszyscy, którzy są im bliscy, czuliby się wówczas w obowiązku włączyć w tę uroczystość i w efekcie trzeba by koniecznie urządzić zaręczyny w tradycyjny, huczny sposób, czego oni chcieli właśnie uniknąć. ","wszyscy, którzy są im bliscy, czuliby się wówczas w obowiązku włączyć w tę uroczystość i w efekcie trzeba by koniecznie urządzić zaręczyny w tradycyjny, huczny sposób, ","obawiać się, że_",epistemiczny,past,NF,inne,False,indywidualne,N
"Organizatorzy Pomostów mają nadzieję, że już wkrótce takie pary będą trenowały również w EKT Jantar.", już wkrótce takie pary będą trenowały również w EKT Jantar.,"mieć nadzieję, że_",epistemiczny,present,NF,future,False,indywidualne,N
"Cieszył się, że jego wyobraźnia jeszcze się nie wyczerpała. ", jego wyobraźnia jeszcze się nie wyczerpała. ,"cieszyć się, że_",emotywny,past,F,past,False,indywidualne,E
"Kolega mówił, że choruje pan od siedmiu lat.",choruje pan od siedmiu lat.,"mówić, że_",mówienia,past,NF,present,False,indywidualne,N
"Mieszkańcy mają świadomość, że ich jednostka, to odpowiednio wyszkolony zespół i niezawodny sprzęt."," ich jednostka, to odpowiednio wyszkolony zespół i niezawodny sprzęt.","mieć świadomość, że_",epistemiczny,present,F,present,False,indywidualne,E
"Każdy, kto dostanie prokuratorskie zarzuty wie, że jego kariera polityczna się kończy.",jego kariera polityczna się kończy.,"wiedzieć, że_",epistemiczny,present,F,present,False,indywidualne,E
"Nie wiadomo jak jest z Sienkiewiczem, ten co prawda napisał, że ciało mistrza pokryło ""mrowie przybranych w skóry wojowników"", co sugerowałoby, że to chłopi, choć mogli to być Litwini lub Tatarzy (ci najbiedniejsi), którzy na chwilę zeszli z koni lub po prostu przejechali się po mistrzu konno... ","ciało mistrza pokryło ""mrowie przybranych w skóry wojowników""","napisać, że_",mówienia,past,NF,past,False,indywidualne,N
"Aby byli oni pewni, że są dobrze obsługiwani, doradcy CFP stworzyli nawet katalog praw klienta. ","są dobrze obsługiwani, ","być pewnym, że_",epistemiczny,past,NF,present,False,indywidualne,N
"Trzeba jednak pamiętać, że większość list transportowych i dokumentów była niszczona przez Niemców, zwłaszcza pod koniec wojny. ","większość list transportowych i dokumentów była niszczona przez Niemców, zwłaszcza pod koniec wojny. ","pamiętać, że_",epistemiczny,present,F,past,False,indywidualne,E
"Warto zaznaczyć, że nie każdą roślinę można spreparować w zielniku.",nie każdą roślinę można spreparować w zielniku.,"zaznaczyć, że_",mówienia,present,NF,present,False,indywidualne,N
"Królewska kancelaria wystawiła wówczas kilka dokumentów, co wskazuje na to, że ten pobyt króla w zamku nad Nidą nie miał charakteru rekreacyjnego.",ten pobyt króla w zamku nad Nidą nie miał charakteru rekreacyjnego.,"wskazywać, że_",epistemiczny,present,NF,past,False,indywidualne,N
"Przypomnijmy, że wcześniej Rokita, zespół klasy B, wyeliminował w rundzie wstępnej po wygranej 7:2 Auto-Części Zduńska Wola, w pierwszej rundzie walkowerem 3:0 Korab II Łask, w drugiej po zwycięstwie 2:1 LZS Ustków. ","wcześniej Rokita, zespół klasy B, wyeliminował w rundzie wstępnej po wygranej 7:2 Auto-Części Zduńska Wola, w pierwszej rundzie walkowerem 3:0 Korab II Łask, w drugiej po zwycięstwie 2:1 LZS Ustków. ","przypomnieć komuś, że_",mówienia,,F,past,False,performatyw,E
"Ale wszystko to dowodzi, że prawdziwa, czysta przyjaźń różnopłciowa jest zjawiskiem tak rzadkim, jak zorza polarna w Mozambiku.","prawdziwa, czysta przyjaźń różnopłciowa jest zjawiskiem tak rzadkim, jak zorza polarna w Mozambiku.","dowodzić, że_",mówienia,present,NF,present,False,indywidualne,N
"Proszę wybaczyć, że tak późno - ale w nawale zajęć zapomniałem na śmierć o tem, że czekacie.",czekacie.,"zapomnieć, że_",epistemiczny,past,F,present,False,indywidualne,E
Na razie rosyjskie źródła podały - powołując się na pierwsze informacje odcyfrowane ze skrzynek - że przyczyną katastrofy nie była awaria samolotu. ,przyczyną katastrofy nie była awaria samolotu. ,"podać, że_",mówienia,past,NF,past,False,indywidualne,N
"Może więc się okazać, że z nadmiaru limuzyn będą trudności w płynnym poruszaniu się tą ulicą.",z nadmiaru limuzyn będą trudności w płynnym poruszaniu się tą ulicą.,"okazać się, że_",inne,,NF,future,False,indywidualne,N
"Później przypomniano wybuch radości, gdy Międzynarodowy Komitet Olimpijski zadecydował, że igrzyska 1996 roku odbędą się w Atlancie.",igrzyska 1996 roku odbędą się w Atlancie.,"zdecydować, że_",inne,past,NF,future,False,indywidualne,N
"Dziewczyna patrzy zaniepokojona, ale widząc, że się łagodnie do niej uśmiecha, opada z ulgą na dywan koloru jesieni i z wolna podciągnąwszy kolana, z twarzą przywaloną kipielą miedzianych włosów, zdaje się usypiać. ",się łagodnie do niej uśmiecha,"[e] widzieć, że_",epistemiczny,present,F,present,False,indywidualne,E
"Przypominam, że debata nad rozpatrywaną ustawą została zakończona i obecnie możemy przystąpić do głosowania w sprawie tej ustawy.", debata nad rozpatrywaną ustawą została zakończona i obecnie możemy przystąpić do głosowania w sprawie tej ustawy.,"przypominać komuś, że_",mówienia,present,F,past,False,performatyw,E
"Czy NFZ podejrzewa, że szpitale w ten sposób chcą podratować swoje finanse, bo mają za niskie kontrakty i nie przyjmują już prawie wcale pacjentów planowych ?"," szpitale w ten sposób chcą podratować swoje finanse, bo mają za niskie kontrakty i nie przyjmują już prawie wcale pacjentów planowych ?","podejrzewać, że_",epistemiczny,present,NF,present,False,pytajne,N
"Czy mamy rozumieć, że oferty Włókniarza przez te siedem lat zawsze były najgorsze pod wzgl. finansowym?", oferty Włókniarza przez te siedem lat zawsze były najgorsze pod wzgl. finansowym?,"rozumieć coś w jakis sposób, że_",epistemiczny,present,NF,past,False,pytajne,N
"Na podstawie exposé trudno jednoznacznie na te pytania odpowiedzieć i jeśli przedstawiciele rządu myślą, że unikając przedstawienia polityki społeczno-gospodarczej w dłuższym czasie, unikną odpowiedzi na te pytania, to się niewątpliwie mylą.","unikając przedstawienia polityki społeczno-gospodarczej w dłuższym czasie, unikną odpowiedzi na te pytania","myśleć, że_",epistemiczny,present,NF,future,False,warunkowe,N
